tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn
1,103.49,107.03,3,2.0,One year,Mailed check,Fiber optic,0
41,109.59,3826.83,1,10.0,One year,Electronic check,Fiber optic,1
57,68.33,3354.32,6,6.0,Month-to-month,Electronic check,Fiber optic,1
68,109.43,6945.72,1,2.0,Month-to-month,Mailed check,No,1
24,47.68,1127.38,1,1.0,Two year,Credit card,Fiber optic,1
64,85.84,5192.81,6,0.0,Month-to-month,Electronic check,DSL,0
64,28.8,1897.59,5,5.0,Month-to-month,Bank transfer,No,1
72,67.39,4167.05,1,1.0,Two year,Electronic check,Fiber optic,1
27,41.73,1034.35,3,6.0,Two year,Bank transfer,Fiber optic,0
62,26.28,1499.45,5,4.0,One year,Electronic check,Fiber optic,0
41,20.37,766.71,5,6.0,Two year,Mailed check,DSL,0
5,52.48,248.63,3,2.0,Month-to-month,Credit card,Fiber optic,1
20,78.95,1591.81,3,1.0,One year,Mailed check,DSL,0
49,65.52,2933.02,1,1.0,Month-to-month,Credit card,No,1
12,50.18,601.5,1,1.0,Two year,Electronic check,Fiber optic,1
32,119.12,3351.72,7,0.0,Month-to-month,Electronic check,No,1
56,113.95,6139.64,2,2.0,Month-to-month,Electronic check,DSL,1
11,32.57,331.41,7,8.0,Month-to-month,Electronic check,No,1
36,61.51,2121.01,1,6.0,One year,Mailed check,Fiber optic,1
16,84.88,1183.63,7,2.0,Month-to-month,Credit card,Fiber optic,1
39,93.35,3788.8,3,,One year,Electronic check,No,1
18,56.64,1051.37,6,8.0,Month-to-month,Mailed check,Fiber optic,1
70,94.63,6725.31,6,8.0,Month-to-month,Electronic check,No,1
6,32.42,200.07,3,9.0,One year,Bank transfer,Fiber optic,1
70,53.18,3273.42,6,,Month-to-month,Bank transfer,DSL,1
58,91.64,5053.32,3,10.0,One year,Electronic check,Fiber optic,1
62,82.57,4676.94,6,3.0,Two year,Mailed check,No,0
62,103.72,6607.34,7,9.0,One year,Electronic check,Fiber optic,1
14,24.69,306.91,6,1.0,Month-to-month,Mailed check,Fiber optic,1
68,37.44,2276.02,6,3.0,Month-to-month,Mailed check,DSL,0
43,24.85,1055.03,3,9.0,Two year,Credit card,Fiber optic,0
70,39.21,2381.8,1,1.0,One year,Electronic check,No,0
64,20.43,1302.91,4,5.0,Two year,Bank transfer,No,0
42,70.42,2672.6,1,3.0,Month-to-month,Credit card,DSL,0
27,72.83,1931.38,4,1.0,One year,Electronic check,DSL,1
9,85.79,791.11,7,2.0,Month-to-month,Credit card,DSL,1
8,58.49,454.78,1,5.0,One year,Credit card,DSL,0
29,20.32,525.95,7,6.0,Two year,Mailed check,No,1
59,87.39,4433.31,5,7.0,Two year,Mailed check,Fiber optic,0
37,25.43,808.17,1,1.0,Month-to-month,Bank transfer,DSL,1
35,106.62,3238.23,6,3.0,Two year,Bank transfer,Fiber optic,0
18,22.27,387.22,1,1.0,Month-to-month,Credit card,Fiber optic,1
41,73.05,2754.38,5,0.0,Month-to-month,Credit card,Fiber optic,0
46,109.49,4525.94,4,4.0,One year,Mailed check,No,0
71,77.25,4902.61,6,6.0,Month-to-month,Electronic check,Fiber optic,1
53,80.84,4454.69,3,4.0,Month-to-month,Mailed check,DSL,1
44,88.16,3389.36,1,0.0,One year,Bank transfer,No,1
66,32.24,1938.38,3,2.0,One year,Credit card,DSL,0
31,87.49,2561.11,6,4.0,One year,Mailed check,No,1
68,108.04,6245.37,7,3.0,Month-to-month,Credit card,Fiber optic,1
27,117.42,3278.74,2,9.0,One year,Electronic check,No,1
10,64.31,,3,6.0,Month-to-month,Bank transfer,DSL,1
31,54.45,1665.15,7,10.0,Month-to-month,Mailed check,Fiber optic,1
10,95.33,930.2,3,1.0,Month-to-month,Bank transfer,No,0
9,74.29,676.51,2,4.0,One year,Mailed check,No,1
64,45.73,2869.0,6,0.0,Month-to-month,Credit card,No,0
58,37.22,2167.13,4,,Month-to-month,Electronic check,DSL,0
16,37.02,553.37,5,10.0,Two year,Credit card,Fiber optic,1
61,65.92,3810.98,4,5.0,Two year,Mailed check,Fiber optic,1
5,37.01,183.26,5,,One year,Bank transfer,DSL,1
21,21.97,444.62,2,3.0,One year,Mailed check,Fiber optic,1
51,25.21,1224.39,6,0.0,Two year,Mailed check,Fiber optic,1
22,112.99,,3,9.0,One year,Mailed check,Fiber optic,0
53,27.3,1304.56,4,7.0,Month-to-month,Mailed check,DSL,1
63,27.32,1586.39,2,7.0,One year,Electronic check,No,0
5,65.12,277.36,1,5.0,Two year,Mailed check,No,1
2,44.51,83.1,4,4.0,One year,Mailed check,Fiber optic,1
68,116.27,,1,4.0,Month-to-month,Bank transfer,No,1
38,111.1,4065.61,7,8.0,Two year,Mailed check,No,1
37,60.47,2216.82,7,2.0,One year,Bank transfer,DSL,0
34,64.87,2122.72,3,3.0,Month-to-month,Mailed check,Fiber optic,1
32,57.51,1819.53,3,3.0,Two year,Mailed check,No,1
50,23.79,1011.08,4,5.0,One year,Bank transfer,Fiber optic,0
42,49.28,1783.9,2,10.0,Two year,Bank transfer,DSL,1
12,32.27,383.25,7,10.0,Two year,Credit card,Fiber optic,1
46,30.24,1405.76,1,5.0,Month-to-month,Mailed check,Fiber optic,1
49,76.09,3704.33,4,2.0,One year,Electronic check,Fiber optic,1
9,29.88,264.24,2,10.0,Month-to-month,Bank transfer,DSL,1
28,30.29,840.89,6,3.0,Two year,Mailed check,DSL,0
57,68.05,3870.77,2,3.0,Two year,Electronic check,No,0
45,64.23,2875.54,4,9.0,Two year,Credit card,Fiber optic,1
10,33.76,336.79,6,2.0,One year,Bank transfer,No,1
3,20.44,53.03,4,5.0,One year,Bank transfer,Fiber optic,1
42,39.3,1423.9,2,10.0,Month-to-month,Bank transfer,No,1
34,43.59,1366.79,2,3.0,Month-to-month,Credit card,DSL,1
70,100.02,6689.97,5,6.0,Month-to-month,Bank transfer,No,1
38,111.54,4249.22,1,0.0,Two year,Bank transfer,No,1
68,60.59,3777.91,3,10.0,One year,Credit card,Fiber optic,0
16,60.5,876.06,5,4.0,One year,Bank transfer,DSL,1
33,91.25,3030.19,3,7.0,Month-to-month,Bank transfer,No,1
11,82.69,818.51,6,5.0,One year,Electronic check,Fiber optic,0
42,38.41,1636.08,5,4.0,Month-to-month,Mailed check,Fiber optic,1
14,30.77,381.42,1,4.0,Two year,Mailed check,Fiber optic,0
36,63.76,2116.08,6,0.0,Two year,Credit card,No,0
25,76.48,1778.57,7,3.0,Month-to-month,Bank transfer,Fiber optic,1
14,33.87,431.46,2,4.0,Two year,Bank transfer,Fiber optic,0
7,49.33,293.75,3,4.0,Month-to-month,Bank transfer,Fiber optic,1
37,50.59,1679.22,3,3.0,Month-to-month,Bank transfer,DSL,1
69,46.13,2920.47,3,7.0,One year,Credit card,No,1
15,66.08,,4,9.0,One year,Electronic check,No,1
30,85.31,2577.5,7,9.0,Month-to-month,Credit card,Fiber optic,1
17,70.94,1036.51,5,10.0,Month-to-month,Credit card,DSL,1
59,40.15,2197.79,7,7.0,Month-to-month,Electronic check,DSL,0
30,30.29,779.21,3,4.0,Month-to-month,Bank transfer,DSL,1
71,102.19,7517.63,4,7.0,Month-to-month,Mailed check,No,1
18,67.93,1232.57,1,1.0,Month-to-month,Mailed check,Fiber optic,1
6,26.21,164.56,2,8.0,Two year,Credit card,Fiber optic,0
42,45.81,1985.65,5,5.0,Month-to-month,Mailed check,DSL,1
47,100.4,4309.03,2,1.0,Month-to-month,Credit card,DSL,1
72,95.17,6772.18,7,4.0,Month-to-month,Bank transfer,Fiber optic,1
63,107.58,6176.45,2,3.0,Month-to-month,Credit card,DSL,0
64,80.21,,2,3.0,One year,Bank transfer,DSL,0
46,62.29,2670.93,6,0.0,Month-to-month,Bank transfer,No,0
26,62.66,1507.26,1,0.0,Month-to-month,Electronic check,Fiber optic,1
31,39.4,1261.48,3,3.0,Two year,Credit card,No,1
10,85.08,865.56,2,3.0,One year,Bank transfer,DSL,0
32,78.51,2621.06,5,10.0,Month-to-month,Mailed check,DSL,1
27,35.49,827.24,6,2.0,Month-to-month,Mailed check,No,1
3,108.57,292.71,2,3.0,Two year,Electronic check,No,1
15,56.85,776.15,3,10.0,One year,Mailed check,Fiber optic,1
39,24.97,910.4,4,9.0,Two year,Electronic check,Fiber optic,0
27,52.79,1346.4,5,0.0,Month-to-month,Credit card,DSL,1
72,106.99,6996.85,3,0.0,One year,Mailed check,Fiber optic,1
35,111.7,3941.13,4,1.0,Month-to-month,Bank transfer,DSL,1
70,69.04,4323.66,4,5.0,Month-to-month,Credit card,DSL,0
48,115.63,5490.87,1,6.0,One year,Credit card,Fiber optic,0
3,107.52,329.13,4,3.0,One year,Mailed check,DSL,1
15,102.52,1492.8,4,0.0,Month-to-month,Electronic check,DSL,1
51,105.97,4976.61,7,2.0,Month-to-month,Bank transfer,DSL,1
40,58.19,2065.93,4,6.0,One year,Credit card,DSL,0
22,95.65,1845.2,7,4.0,Month-to-month,Mailed check,No,1
38,77.73,2950.3,3,1.0,Month-to-month,Electronic check,No,1
66,91.97,,5,7.0,Month-to-month,Bank transfer,DSL,1
28,37.78,908.96,7,6.0,Month-to-month,Bank transfer,DSL,1
4,93.14,389.98,2,5.0,Two year,Electronic check,No,0
23,115.76,2620.57,4,10.0,Month-to-month,Electronic check,DSL,1
68,50.27,3482.75,7,9.0,Month-to-month,Bank transfer,Fiber optic,1
55,118.62,6117.24,4,0.0,One year,Electronic check,DSL,0
61,57.84,3673.21,7,9.0,Month-to-month,Electronic check,Fiber optic,0
66,39.97,2347.59,3,0.0,One year,Mailed check,DSL,0
9,31.23,249.32,7,5.0,Month-to-month,Mailed check,Fiber optic,1
21,98.5,2126.56,5,9.0,Two year,Credit card,Fiber optic,1
5,75.48,388.1,4,10.0,One year,Mailed check,DSL,1
1,50.71,,2,0.0,One year,Credit card,Fiber optic,1
61,80.85,4316.14,2,0.0,Month-to-month,Bank transfer,Fiber optic,1
68,53.21,3296.41,3,2.0,Two year,Mailed check,No,1
12,64.84,778.73,6,3.0,One year,Bank transfer,Fiber optic,1
52,106.27,5632.13,4,3.0,Month-to-month,Electronic check,DSL,1
39,86.82,3113.51,3,4.0,Month-to-month,Credit card,Fiber optic,0
5,96.24,414.91,4,,Month-to-month,Mailed check,DSL,1
66,78.35,5083.94,3,6.0,Month-to-month,Credit card,No,1
63,119.14,7490.05,6,9.0,Month-to-month,Bank transfer,No,1
41,44.14,1691.75,3,6.0,Two year,Mailed check,DSL,1
51,46.23,2279.03,4,3.0,Two year,Mailed check,Fiber optic,0
29,29.26,888.82,4,6.0,Month-to-month,Electronic check,Fiber optic,1
58,75.4,3931.51,5,6.0,Two year,Bank transfer,DSL,0
33,81.34,2589.19,3,9.0,One year,Electronic check,Fiber optic,0
72,92.6,6481.8,1,10.0,Month-to-month,Bank transfer,Fiber optic,1
5,53.54,256.94,5,3.0,Two year,Electronic check,Fiber optic,1
13,21.23,282.57,4,10.0,One year,Electronic check,Fiber optic,1
70,83.22,5656.47,5,8.0,One year,Electronic check,Fiber optic,1
21,119.87,,4,1.0,Month-to-month,Electronic check,Fiber optic,1
23,49.45,994.73,4,6.0,Month-to-month,Credit card,Fiber optic,1
57,38.39,2167.75,7,1.0,Two year,Credit card,Fiber optic,0
14,48.18,591.16,1,5.0,Month-to-month,Credit card,Fiber optic,1
37,62.54,1979.18,1,0.0,Month-to-month,Bank transfer,Fiber optic,1
21,45.09,897.37,7,3.0,Month-to-month,Electronic check,DSL,0
15,54.7,791.36,7,6.0,Month-to-month,Credit card,Fiber optic,1
70,83.82,6159.66,3,3.0,Month-to-month,Credit card,Fiber optic,1
15,54.5,811.34,4,0.0,Two year,Electronic check,DSL,1
7,59.61,425.5,4,4.0,Month-to-month,Credit card,DSL,1
49,24.0,1081.07,7,5.0,Two year,Credit card,Fiber optic,0
63,111.79,6703.19,4,8.0,One year,Mailed check,DSL,1
10,60.69,634.12,6,1.0,Month-to-month,Bank transfer,Fiber optic,1
51,52.81,,3,5.0,Month-to-month,Credit card,Fiber optic,1
39,28.65,1130.15,3,2.0,Month-to-month,Mailed check,Fiber optic,1
60,83.42,4780.96,5,1.0,Two year,Credit card,No,0
10,106.38,951.88,3,1.0,One year,Mailed check,No,1
71,24.12,1654.44,1,8.0,Month-to-month,Credit card,No,1
45,34.53,1388.54,2,10.0,Two year,Electronic check,No,1
61,34.64,1797.36,7,7.0,Two year,Bank transfer,DSL,0
27,80.23,1943.48,3,4.0,Month-to-month,Bank transfer,DSL,0
68,112.12,6775.05,1,10.0,One year,Mailed check,DSL,1
46,63.78,2711.45,7,5.0,One year,Mailed check,DSL,1
10,54.38,558.87,7,5.0,Two year,Electronic check,No,0
67,96.58,6002.18,4,6.0,Month-to-month,Bank transfer,No,0
58,94.26,5571.16,5,7.0,Month-to-month,Credit card,Fiber optic,1
22,44.68,944.75,6,5.0,Month-to-month,Bank transfer,No,1
40,36.08,1228.92,1,5.0,Month-to-month,Mailed check,Fiber optic,1
28,55.78,1386.52,3,3.0,Month-to-month,Bank transfer,Fiber optic,0
40,97.56,4043.88,4,7.0,One year,Mailed check,DSL,1
70,89.51,6082.96,4,7.0,Month-to-month,Credit card,No,1
65,86.59,5830.46,3,4.0,Month-to-month,Mailed check,Fiber optic,1
16,102.94,1502.14,1,7.0,One year,Bank transfer,Fiber optic,1
70,47.71,3317.37,7,1.0,Month-to-month,Mailed check,DSL,1
32,53.97,,5,4.0,Month-to-month,Credit card,Fiber optic,0
51,24.23,1291.51,6,10.0,One year,Electronic check,No,0
56,106.87,5108.77,4,8.0,Two year,Bank transfer,Fiber optic,1
35,78.24,2849.16,4,7.0,Month-to-month,Credit card,No,1
33,49.81,1525.9,4,9.0,Two year,Mailed check,Fiber optic,0
33,26.94,904.67,4,6.0,Two year,Bank transfer,No,0
63,92.34,5578.57,5,7.0,One year,Mailed check,Fiber optic,1
28,94.87,2557.89,7,5.0,Two year,Mailed check,Fiber optic,0
21,86.62,1676.91,6,9.0,Month-to-month,Credit card,No,1
27,40.38,1107.37,5,,Month-to-month,Mailed check,No,1
15,111.32,1507.5,1,,Two year,Electronic check,DSL,0
29,95.32,2621.78,4,1.0,Month-to-month,Bank transfer,No,1
9,85.78,742.71,7,8.0,Month-to-month,Mailed check,Fiber optic,0
7,85.09,594.74,3,3.0,Month-to-month,Credit card,DSL,1
53,110.44,5527.45,4,3.0,Month-to-month,Electronic check,Fiber optic,1
6,112.83,667.54,3,1.0,Month-to-month,Credit card,Fiber optic,1
41,79.56,3089.27,2,2.0,Month-to-month,Bank transfer,Fiber optic,0
57,61.67,3451.44,5,1.0,Two year,Credit card,Fiber optic,1
53,56.37,2942.28,3,1.0,Month-to-month,Mailed check,DSL,1
33,101.91,3335.75,5,0.0,Two year,Mailed check,DSL,1
14,84.46,1199.77,5,3.0,Month-to-month,Mailed check,Fiber optic,1
68,27.73,1806.72,6,8.0,Month-to-month,Credit card,DSL,1
61,34.22,1855.0,7,9.0,Two year,Electronic check,Fiber optic,1
45,110.02,4881.23,4,2.0,Month-to-month,Bank transfer,Fiber optic,1
7,108.45,656.99,1,4.0,Month-to-month,Mailed check,DSL,1
3,115.18,308.84,5,,Two year,Bank transfer,DSL,0
23,62.79,1456.35,7,7.0,Month-to-month,Credit card,Fiber optic,0
12,98.41,1106.54,4,9.0,Month-to-month,Bank transfer,No,1
62,102.82,6053.6,4,4.0,Two year,Electronic check,No,1
15,51.57,810.28,6,1.0,Month-to-month,Mailed check,Fiber optic,1
21,34.53,650.47,4,1.0,One year,Electronic check,DSL,0
71,119.7,7257.13,3,7.0,Month-to-month,Mailed check,Fiber optic,1
59,23.02,1184.71,4,0.0,Month-to-month,Electronic check,Fiber optic,1
16,79.73,1146.71,6,5.0,Month-to-month,Bank transfer,Fiber optic,1
28,85.02,,4,3.0,One year,Bank transfer,Fiber optic,1
38,88.18,3368.15,3,10.0,Month-to-month,Mailed check,Fiber optic,1
48,45.56,2106.18,5,10.0,Two year,Credit card,DSL,1
68,92.16,5646.52,5,5.0,One year,Bank transfer,No,0
63,41.64,2503.56,7,6.0,One year,Bank transfer,Fiber optic,1
71,102.9,6231.87,7,4.0,Month-to-month,Mailed check,DSL,1
3,41.91,124.02,6,8.0,One year,Mailed check,No,1
18,89.67,1570.25,6,3.0,One year,Bank transfer,Fiber optic,0
41,98.34,3444.73,4,8.0,Month-to-month,Credit card,DSL,0
4,38.89,,3,9.0,Two year,Credit card,DSL,0
26,43.8,1141.86,4,1.0,Month-to-month,Credit card,Fiber optic,0
12,97.91,1071.11,5,2.0,Two year,Electronic check,Fiber optic,1
68,28.6,1900.22,4,4.0,Two year,Credit card,Fiber optic,1
5,39.08,189.6,2,9.0,Month-to-month,Electronic check,DSL,1
11,65.55,633.54,1,7.0,Month-to-month,Electronic check,DSL,1
15,113.02,1506.53,1,2.0,Month-to-month,Bank transfer,Fiber optic,1
11,76.19,826.89,3,4.0,Month-to-month,Mailed check,Fiber optic,1
41,58.77,2498.03,6,7.0,Two year,Electronic check,Fiber optic,0
27,117.84,3071.14,6,10.0,Month-to-month,Electronic check,Fiber optic,1
66,66.37,,6,4.0,One year,Electronic check,Fiber optic,1
19,63.37,1179.15,5,0.0,Two year,Mailed check,Fiber optic,0
39,61.16,2237.63,1,1.0,Two year,Bank transfer,Fiber optic,0
48,51.22,2116.41,7,0.0,Month-to-month,Bank transfer,Fiber optic,1
46,52.57,2247.25,7,1.0,Two year,Electronic check,DSL,1
58,88.78,5303.98,6,4.0,Month-to-month,Electronic check,Fiber optic,1
15,24.08,365.17,4,3.0,Month-to-month,Bank transfer,DSL,1
37,88.18,3378.43,2,3.0,Month-to-month,Credit card,Fiber optic,1
58,40.12,2049.04,7,8.0,One year,Electronic check,Fiber optic,1
63,58.42,3500.82,2,5.0,Month-to-month,Mailed check,Fiber optic,0
45,34.65,1507.71,6,8.0,Month-to-month,Electronic check,No,1
47,75.28,3155.99,7,5.0,Month-to-month,Mailed check,Fiber optic,0
63,92.94,5212.28,7,2.0,Two year,Mailed check,DSL,1
45,55.47,2512.14,4,10.0,One year,Electronic check,No,0
69,36.34,2468.27,6,5.0,One year,Credit card,Fiber optic,1
10,42.65,417.73,6,9.0,One year,Credit card,Fiber optic,0
26,101.81,2391.35,7,1.0,Month-to-month,Bank transfer,DSL,1
9,46.76,400.37,3,9.0,Month-to-month,Credit card,Fiber optic,1
7,97.47,583.09,5,,Month-to-month,Mailed check,Fiber optic,1
34,53.12,1582.11,6,2.0,Month-to-month,Credit card,No,0
17,38.87,630.16,2,8.0,Two year,Mailed check,Fiber optic,0
30,92.73,2536.91,2,8.0,Month-to-month,Mailed check,Fiber optic,1
32,66.85,2231.47,3,9.0,One year,Bank transfer,Fiber optic,1
45,23.13,982.87,3,2.0,Two year,Bank transfer,No,1
69,115.99,6936.57,6,9.0,Two year,Bank transfer,DSL,1
62,34.78,,7,8.0,Month-to-month,Credit card,Fiber optic,1
28,55.34,1541.85,2,3.0,Two year,Mailed check,DSL,1
24,58.48,1241.13,3,3.0,One year,Bank transfer,DSL,1
56,68.94,3426.56,7,2.0,Month-to-month,Electronic check,Fiber optic,0
9,98.54,829.0,5,5.0,One year,Electronic check,Fiber optic,0
39,20.61,725.67,2,9.0,Month-to-month,Mailed check,No,1
31,113.25,3417.07,5,9.0,Two year,Bank transfer,Fiber optic,0
14,84.6,1121.79,7,1.0,One year,Bank transfer,DSL,1
45,115.06,4516.46,3,1.0,One year,Electronic check,DSL,1
24,101.74,2458.73,4,0.0,Two year,Credit card,DSL,0
14,112.78,1476.56,5,6.0,One year,Bank transfer,Fiber optic,0
48,80.1,3737.79,6,3.0,Month-to-month,Bank transfer,Fiber optic,1
13,55.73,616.39,4,8.0,Month-to-month,Bank transfer,Fiber optic,1
49,64.29,3072.34,7,8.0,Two year,Bank transfer,DSL,1
12,85.8,933.4,6,,One year,Mailed check,DSL,1
32,62.69,1903.52,3,7.0,Two year,Mailed check,DSL,1
59,93.17,4999.79,4,8.0,Month-to-month,Electronic check,Fiber optic,1
17,29.18,520.49,5,10.0,Month-to-month,Bank transfer,DSL,1
56,103.0,5169.1,1,7.0,Two year,Electronic check,DSL,1
52,40.42,2170.3,2,3.0,One year,Bank transfer,Fiber optic,0
65,114.39,,2,10.0,Month-to-month,Mailed check,DSL,1
13,35.55,431.74,6,3.0,Month-to-month,Electronic check,Fiber optic,1
52,32.92,1559.14,6,8.0,Two year,Mailed check,No,0
68,101.19,6373.16,6,4.0,One year,Credit card,DSL,0
55,101.87,5871.05,1,10.0,Month-to-month,Bank transfer,DSL,1
14,93.88,1279.83,3,8.0,Month-to-month,Mailed check,DSL,1
60,116.05,6677.21,3,6.0,Month-to-month,Mailed check,DSL,1
8,47.05,322.64,1,2.0,Month-to-month,Bank transfer,No,1
43,102.66,4500.76,2,,Month-to-month,Electronic check,Fiber optic,1
36,55.2,1722.43,4,10.0,Month-to-month,Bank transfer,Fiber optic,1
39,73.74,2471.5,7,8.0,Two year,Electronic check,Fiber optic,0
38,64.56,2220.15,2,5.0,Month-to-month,Credit card,DSL,1
3,20.59,58.38,7,9.0,Two year,Bank transfer,Fiber optic,0
37,77.45,2948.92,6,8.0,Month-to-month,Electronic check,DSL,1
68,94.75,6494.65,2,4.0,Month-to-month,Mailed check,No,1
32,37.46,1066.29,2,9.0,Month-to-month,Credit card,Fiber optic,1
20,113.17,2092.32,4,8.0,Month-to-month,Credit card,DSL,1
72,73.04,5290.69,7,5.0,One year,Electronic check,Fiber optic,0
8,37.82,289.07,6,0.0,Two year,Mailed check,DSL,0
36,84.59,2694.73,7,8.0,One year,Electronic check,DSL,0
37,39.19,1347.38,3,3.0,One year,Mailed check,DSL,1
35,26.35,899.37,7,4.0,Two year,Credit card,DSL,0
67,88.53,6196.32,7,7.0,One year,Bank transfer,DSL,0
31,31.07,946.18,5,8.0,One year,Mailed check,No,1
71,30.62,1854.96,2,0.0,One year,Mailed check,DSL,1
5,93.99,465.72,2,9.0,Month-to-month,Bank transfer,Fiber optic,1
53,25.52,1217.54,1,3.0,Month-to-month,Bank transfer,DSL,0
43,100.98,4439.54,6,6.0,One year,Mailed check,DSL,1
18,99.61,1661.69,3,9.0,One year,Mailed check,DSL,1
17,34.14,516.49,5,2.0,Month-to-month,Credit card,DSL,1
52,71.84,3524.95,2,2.0,Two year,Bank transfer,DSL,0
46,29.66,1229.34,7,10.0,Month-to-month,Credit card,DSL,1
45,83.26,3361.41,6,4.0,One year,Credit card,DSL,1
4,26.29,101.44,3,,Two year,Mailed check,Fiber optic,1
44,114.45,5053.27,4,3.0,Month-to-month,Credit card,No,1
71,40.77,2943.85,1,6.0,Two year,Credit card,DSL,1
2,88.29,164.14,1,5.0,Two year,Electronic check,Fiber optic,0
34,32.83,963.7,7,10.0,One year,Electronic check,Fiber optic,0
36,40.96,1396.11,6,6.0,Two year,Electronic check,Fiber optic,0
65,65.09,3963.28,6,5.0,One year,Bank transfer,Fiber optic,0
21,77.31,1443.94,5,5.0,Month-to-month,Credit card,Fiber optic,1
35,119.89,4318.8,2,4.0,One year,Credit card,No,1
52,22.59,1227.34,1,4.0,Month-to-month,Mailed check,DSL,1
5,20.03,86.16,6,5.0,Month-to-month,Bank transfer,Fiber optic,1
58,55.04,3221.53,3,8.0,Month-to-month,Electronic check,Fiber optic,1
60,56.62,3326.35,1,0.0,Month-to-month,Bank transfer,No,0
52,108.38,5085.07,1,5.0,Two year,Mailed check,Fiber optic,1
47,111.26,5109.11,4,6.0,Two year,Credit card,No,1
54,108.05,5109.61,6,8.0,Two year,Credit card,Fiber optic,0
57,34.32,1689.96,3,7.0,Month-to-month,Bank transfer,Fiber optic,0
66,61.21,4236.59,7,4.0,One year,Bank transfer,No,0
31,94.59,2865.65,3,1.0,One year,Credit card,Fiber optic,1
33,51.26,1523.51,6,4.0,Month-to-month,Mailed check,Fiber optic,0
46,86.32,3732.5,2,2.0,One year,Electronic check,Fiber optic,1
14,43.71,636.43,5,2.0,Month-to-month,Bank transfer,DSL,1
62,52.34,3043.06,2,7.0,Two year,Mailed check,No,0
56,106.04,6116.92,6,5.0,Month-to-month,Bank transfer,No,1
46,45.05,2121.54,4,8.0,Two year,Credit card,Fiber optic,1
22,116.43,2353.55,1,1.0,Two year,Bank transfer,DSL,0
26,50.63,1302.17,2,10.0,One year,Mailed check,DSL,1
32,22.35,702.4,3,5.0,Month-to-month,Bank transfer,DSL,1
48,45.49,2192.78,4,2.0,Month-to-month,Mailed check,DSL,1
57,37.12,1953.31,2,3.0,Two year,Electronic check,Fiber optic,0
49,70.68,2980.0,5,9.0,Month-to-month,Credit card,No,1
67,31.27,1852.5,7,7.0,Month-to-month,Mailed check,Fiber optic,0
70,82.6,5627.68,5,1.0,Two year,Bank transfer,Fiber optic,1
51,107.49,5509.51,3,10.0,One year,Credit card,No,1
27,56.25,1520.59,5,1.0,One year,Electronic check,No,1
44,36.85,1567.47,7,3.0,Month-to-month,Mailed check,Fiber optic,1
31,60.0,1612.53,2,8.0,Month-to-month,Electronic check,Fiber optic,1
46,98.6,3870.94,2,5.0,Two year,Mailed check,Fiber optic,0
59,79.15,4699.87,1,4.0,Month-to-month,Mailed check,Fiber optic,0
27,30.11,780.35,6,10.0,Month-to-month,Credit card,DSL,1
37,73.72,2745.49,6,8.0,Month-to-month,Mailed check,Fiber optic,1
4,66.81,235.85,3,10.0,One year,Bank transfer,Fiber optic,1
54,52.71,2651.32,7,3.0,Month-to-month,Electronic check,DSL,0
36,31.02,1154.5,5,9.0,Two year,Mailed check,No,0
34,118.11,3551.2,7,2.0,Month-to-month,Credit card,No,1
39,37.6,1264.48,7,8.0,Month-to-month,Bank transfer,Fiber optic,1
16,39.27,616.19,7,6.0,Two year,Mailed check,DSL,0
44,34.56,1473.36,3,6.0,Two year,Credit card,DSL,0
54,77.02,4327.13,5,1.0,One year,Credit card,Fiber optic,0
26,64.37,1725.99,2,9.0,Two year,Mailed check,No,1
10,44.96,449.55,7,3.0,Month-to-month,Credit card,Fiber optic,1
28,62.94,,3,6.0,Month-to-month,Electronic check,DSL,1
15,87.35,1239.6,4,1.0,Month-to-month,Mailed check,DSL,1
27,48.17,,5,10.0,Month-to-month,Credit card,DSL,1
46,111.52,4805.35,6,3.0,One year,Credit card,Fiber optic,1
9,50.63,,6,8.0,Two year,Credit card,Fiber optic,1
54,39.82,2108.34,7,8.0,Month-to-month,Electronic check,DSL,1
17,115.46,1711.37,5,6.0,Month-to-month,Electronic check,Fiber optic,1
65,101.06,6252.64,6,1.0,Two year,Bank transfer,No,1
53,54.31,2847.12,5,3.0,One year,Electronic check,Fiber optic,0
20,104.14,1797.61,3,6.0,Month-to-month,Credit card,DSL,1
41,71.88,2708.16,7,5.0,Month-to-month,Credit card,Fiber optic,1
8,54.68,,3,6.0,Month-to-month,Credit card,No,1
8,103.96,733.05,5,2.0,Month-to-month,Credit card,DSL,1
69,95.22,,3,5.0,Month-to-month,Electronic check,DSL,1
58,49.79,2853.11,4,,Month-to-month,Credit card,Fiber optic,1
12,80.67,972.98,3,5.0,Month-to-month,Mailed check,DSL,1
21,56.94,1140.38,2,1.0,Month-to-month,Electronic check,No,1
15,20.11,314.13,6,7.0,Month-to-month,Mailed check,Fiber optic,1
29,116.18,3487.37,6,6.0,Month-to-month,Credit card,DSL,1
21,74.96,1487.09,5,9.0,Month-to-month,Credit card,No,1
24,79.84,1690.16,1,5.0,Two year,Bank transfer,Fiber optic,1
39,79.99,,2,1.0,One year,Electronic check,Fiber optic,0
14,75.06,944.31,2,2.0,Month-to-month,Bank transfer,DSL,1
64,49.0,3194.22,5,8.0,Month-to-month,Bank transfer,Fiber optic,1
53,117.16,6007.23,7,10.0,One year,Bank transfer,No,0
